Last Name,Grantor Tier,Grantor Stage,Wayleave Signed
Cl Abbey Limited,Tier-2,,0
Claines Villa Limited,Tier-2,Newly Listed Grantor,0
Claire Coulton Properties Limited,Tier-2,Newly Listed Grantor,0
Claire Court (Highcliffe) Limited,,Newly Listed Grantor,0
Claire Court Management (Leeds) Limited,Tier-2,,0
Claire van Blerck,Tier-2,Wayleave Signed,0
Clair Lodge (Management) Limited,Tier-2,,0
Clamar Management Company Limited,Tier-2,,0
Clan House (Bath) Limited,Tier-2,Newly Listed Grantor,0
Clanrock Limited,,,0
Clare Court (Ipswich) Limited,Tier-2,,0
Clare Court (Poole) Management Company Limited,Tier-2,,0
Clare Court (Wokingham) Limited,Tier-2,,0
Claregrange Limited,Tier-2,,0
Clarehaven Court Limited,Tier-2,Newly Listed Grantor,0
Claremont Al Rajhi Limited,Tier-2,,0
Claremont Court (Whitley Bay) Management Company Limited,Tier-2,Newly Listed Grantor,0
CLAREMONT COURT MANAGEMENT (SWINDON) LIMITED,Tier-1,Unresponsive / No Contact Received,0
Claremont Grove Residents Association,Tier-2,Wayleave Signed,0
Claremont House (Freehold) Limited,Tier-2,Newly Listed Grantor,0
Claremont Mews Management Company Limited,,,0
Claremont Road Limited,Tier-2,,0
Claremont Terrace Management Limited,Tier-2,Newly Listed Grantor,0
Clarence Court Freehold (Hinckley) Limited,Tier-2,,0
Clarence Court Management Company (Worthing) Limited,Tier-2,Wayleave Signed,0
Clarence Court Management Company Limited,Tier-2,,0
Clarence House Management Company Limited,Tier-2,,0
Clarence House Residents Association Limited,Tier-2,,0
Clarence Square Management Limited,Tier-2,,0
Clarendon Court (Freehold) Limited,Tier-2,Newly Listed Grantor,0
Clarendon Court (Leamington Spa) Management Company Limited,Tier-2,,0
Clarendon Court (Nottingham) Management Company Limited,,Newly Listed Grantor,0
Clarendon Court Limited,Tier-2,,0
Clarendon House Property Management Limited,Tier-2,Newly Listed Grantor,0
Clarendon Park Road Management Company 2003 Limited,Tier-2,,0
Clarendon Place Investments Limited,Tier-2,,0
Clarendon Place Ltd,Tier-2,,0
Clarendon Square Limited,Tier-2,,0
Clarendon Street (Leamington Spa) Management Company Limited,Tier-2,,0
Clare Smyth,Tier-2,Wayleave Signed,0
Claret Control Limited,Tier-2,Wayleave Signed,0
Claridech Limited,,Newly Listed Grantor,0
Claridge Estates Limited,Tier-2,,0
Claridge Property Limited,Tier-2,,0
Claridon Group Limited,Tier-2,,0
Clarion Developments Limited,Tier-2,,0
Clarion Housing Association Limited,National,Wayleave Partially Signed,0
Claritus Properties Limited,Tier-2,,0
Clarity Properties Limited,Tier-2,,0
Clarke Willmott Trust Corporation Limited,Tier-2,,0
Clark Holdings (UK) Limited,Tier-2,,0
Clark Projects 12 Limited,Tier-2,,0
Claro Court Management Company Limited,Tier-2,,0
Classic Account Limited,Tier-2,,0
Classic Properties Limited,Tier-2,Newly Listed Grantor,0
Class Management Limited,Tier-2,Newly Listed Grantor,0
Class Roofing Limited,Tier-2,,0
Claverton Chester LLP,Tier-2,Newly Listed Grantor,0
Claverton Court Management Limited,Tier-2,Newly Listed Grantor,0
Claverton View Management Company Limited,Tier-2,Newly Listed Grantor,0
Claxton Laundry Limited,Tier-2,Newly Listed Grantor,0
Clay 40 Limited,Tier-2,Newly Listed Grantor,0
Clayson Country Homes Limited,Tier-2,Wayleave Negotiation Commenced,0
Clayson Property Limited,Tier-2,Wayleave Negotiation Commenced,0
Clayton Asset Management Limited,,Newly Listed Grantor,0
Claytonbrook Limited,Tier-2,,0
Clayton Freehold Ltd,Tier-2,,0
Clayton Lodge Management Limited,Tier-2,,0
Clayton Property Management Limited,Tier-2,,0
Clayton Street Apartments Limited,Tier-2,,0
Cleadon Hill View Management Company Limited,Tier-2,Newly Listed Grantor,0
Clean Up Maintenance Services Llp,Tier-2,,0
Cleargreen Limited,Tier-2,Newly Listed Grantor,0
Clear Property (NW) Limited,Tier-2,Newly Listed Grantor,0
Clearview Homes Limited,Tier-2,Newly Listed Grantor,0
Clear View Hotels Limited,Tier-2,Newly Listed Grantor,0
Clear Vision Properties Limited,Tier-2,,0
Clearwater Developments Ltd,Tier-2,,0
Clear Waters (Southbourne) Management Limited,Tier-2,,0
Clearwin Limited,Tier-2,,0
Cleasby Grange Freehold Limited,Tier-2,,0
Cleaver Court Property Company Limited,Tier-2,,0
Cleevelands Residents Association Cheltenham Limited,Tier-2,,0
Cleevemont (Cheltenham) Limited,Tier-2,Wayleave Partially Signed,0
Cleeves Court (Rustington) Management Company Limited,Tier-2,,0
Clement-Harris (Developments) Limited,Tier-2,Newly Listed Grantor,0
Clemshaw Limited,Tier-2,,0
Clemtore Limited C/O Pace Properties,Tier-2,Wayleave Partially Signed,0
Clenshaws Ltd,Tier-2,,0
Clerkenwell Investments Limited,Tier-2,Newly Listed Grantor,0
Clermont Court Brighton Limited,Tier-2,,0
Clermont Road Limited,Tier-2,,0
Clermont Terrace Residents (Brighton) Limited,Tier-2,,0
Clethorne Properties Limited,Tier-2,,0
Clevedon Lodge Management Company Limited,Tier-2,,0
Cleveland Court (Bath) Limited,,Newly Listed Grantor,0
Cleveland Court Freehold Limited,Tier-2,Newly Listed Grantor,0
Cleveland Court Management (Leamington Spa) Limited,Tier-2,,0
Cleveland Place East (Bath) Limited,Tier-2,,0
Cleveland Road Management Company Limited,Tier-2,Newly Listed Grantor,0
Clevermatch Limited,Tier-2,,0
Cliff Close Management Company Limited,Tier-2,,0
Cliff Court (1958) Limited,Tier-2,,0
Cliff Court (Redcar) Developments Limited,Tier-2,Newly Listed Grantor,0
Cliff Court Residents Association Limited,,Newly Listed Grantor,0
Cliffestones Properties Limited,Tier-2,Newly Listed Grantor,0
Cliffhill Properties Limited,Tier-2,,0
Cliff House (Bournemouth) Management Limited,Tier-2,,0
Cliff House (Westcliff-On-Sea) Management Limited,Tier-2,Initial Grantor Engagement,0
Cliff House Tenants Association Limited,Tier-2,,0
Cliff Lodge Freehold Limited,Tier-2,,0
Cliff Lodge Maintenance Limited,Tier-2,,0
Clifford Partitioning Company Limited,Tier-2,,0
Clifford William Limited,Tier-2,,0
Cliffside Management (Canford Cliffs) Limited,Tier-2,,0
Cliffside Properties Limited,,,0
Clifftops (Boscombe) Management Company Limited,Tier-2,,0
Cliff Villa Management Company Limited,Tier-2,,0
Cliff Walk Freehold Limited,Tier-2,Newly Listed Grantor,0
Clifton Collective Limited,Tier-2,,0
Clifton Court (Eastbourne) Limited,Tier-2,,0
Clifton Court (Royal Terrace) Limited,Tier-2,,0
Clifton Court (Southbourne) Limited,Tier-2,,0
Clifton Diocese,Tier-2,,0
Clifton Estates Limited,Tier-2,Newly Listed Grantor,0
Cliftonfirst LLP,Tier-2,Newly Listed Grantor,0
Clifton Garden Residents Association Limited,Tier-2,,0
Clifton Heights Management Company Limited,Tier-2,,0
Clifton House (Eastbourne) Residents Association Limited,Tier-2,,0
Clifton House Management Company Limited,Tier-2,,0
Clifton House Upper Avenue Limited,Tier-2,,0
Clifton Lodge Bournemouth Limited,Tier-2,,0
Clifton Lodge Residents Association Ltd,,,0
Clifton Mews Management Company Limited,,Newly Listed Grantor,0
Clifton Place Management Limited C/O CMG Leasehold Management Limited,Tier-2,Wayleave Partially Signed,0
Clifton Properties (Brighton) Limited,Tier-2,Newly Listed Grantor,0
Clifton Properties (Yorkshire) Limited,Tier-2,Wayleave Signed,0
Clifton Properties International Limited,Tier-2,,0
Clifton Road Southbourne Limited,Tier-2,,0
Cliftons (Freehold) Limited,Tier-2,,0
Cliftonville Court (2000) Limited,Tier-2,,0
Climate Innovation District Phase 2 Ltd,Tier-2,Newly Listed Grantor,0
Climaur Properties (Southern) Limited,Tier-1,Wayleave Negotiation Commenced,0
Clinton House Properties Ltd,Tier-2,Newly Listed Grantor,0
Clipper Developments Limited,Tier-2,,0
Clive Court Freehold Limited,Tier-2,,0
Clive Court Property Limited,Tier-2,,0
Clockhouse Court Residents Association Limited,Tier-2,,0
Clockhouse Properties (Bristol) Limited,Tier-2,Newly Listed Grantor,0
Close Homes Limited,Tier-2,,0
Closewalk Limited,Tier-2,Newly Listed Grantor,0
Clouds Hills Management Company Limited,Tier-1,Initial Grantor Engagement,0
Cloughmore Homes Limited,Tier-2,,0
Cloughmore Limited,Tier-2,,0
Clova Gardens Management Company (Ripon) Limited,Tier-2,,0
Clovegorge Property Management Limited,Tier-2,Newly Listed Grantor,0
Cloverbank Heritage Limited,,Newly Listed Grantor,0
Cloverbrook Holdings Limited,Tier-2,Wayleave Partially Signed,0
Cloverbrook Property Management Limited,Tier-2,,0
Clover Cottage (Management) Limited,Tier-2,,0
Clowes Developments (UK) Limited,Tier-2,,0
C L Property Services Ltd,Tier-2,Newly Listed Grantor,0
Cluburban Limited,,,0
CMC (Ihomes) Ltd,Tier-2,Newly Listed Grantor,0
CMD Leeds Ltd,Tier-2,,0
CMG Leasehold Management Limited C/O Maple (237) Limited,Tier-2,Wayleave Partially Signed,0
CMG Leasehold Management Limited C/O Morgoes Estates Limited,Tier-2,Wayleave Signed,0
CMG Leasehold Management Limited C/O Seven Homes Limited,Tier-2,Wayleave Signed,0
CMG Leasehold Management Ltd C/O Cape Homes Limited,Tier-1,Wayleave Partially Signed,0
CMG Leasehold Management Ltd C/O Hartley Court (Pitville Circus) Road Management,Tier-2,,0
Cmoraes Property Investments Ltd,Tier-2,,0
Cmsquared Properties Ltd,Tier-2,Newly Listed Grantor,0
Cns Northern Limited,Tier-2,Newly Listed Grantor,0
CNT Investments Limited,Tier-2,Initial Grantor Engagement,0
CNT Properties Limited,Tier-2,,0
Coal Pension Properties Limited,Tier-1,Wayleave Refused,0
Coalshed Investments Ltd,Tier-2,,0
Coastal Building Associates Limited,Tier-2,Newly Listed Grantor,0
Coastal Ground Rents Limited,Tier-2,Wayleave Signed,0
Coastal Investments (S.E.) Limited,,Newly Listed Grantor,0
Coastal Place Limited,Tier-2,,0
Coastal Reach Management Company Limited,Tier-2,,0
Coastcharm Residents Association Limited,Tier-2,Newly Listed Grantor,0
Coastside Owners Limited,Tier-2,Initial Grantor Engagement,0
Cobalt Estates (Kenilworth) Limited,Tier-2,,0
Cobalt Housing,Tier-1,Newly Listed Grantor,0
Cobblestone Investments Limited,Tier-2,,0
Cobblestone Yard Limited,Tier-2,,1
Cobden Court Limited,Tier-2,,0
Cobden House Management Company Limited,Tier-2,Newly Listed Grantor,0
Cobstone Properties Limited,Tier-2,Newly Listed Grantor,0
Cobvale Limited,Tier-2,,0
Cochrane Design 5 Limited,,Newly Listed Grantor,0
Cochrane Design 6 Limited,Tier-2,Newly Listed Grantor,0
Code Students Limited,,,0
Codon Court Management Limited,Tier-2,,0
Coe And Co Fine Jewellery Limited,Tier-2,,0
Coelkea Management Limited,Tier-2,Newly Listed Grantor,0
Coffee Lovers Group Ltd,,Newly Listed Grantor,0
Cognatum Estates Limited,Tier-2,,0
Cognisance Solutions Limited,,Newly Listed Grantor,0
Cohmor Investments Limited,Tier-2,,0
Coif Nominees Limited,Tier-2,,0
Coinmaker Limited,,Newly Listed Grantor,0
Cokeham Court Tenants Association (Worthing) Limited,Tier-2,,0
Cokeham Manor Property Co Limited,Tier-2,Initial Grantor Engagement,0
Cokenach Property Limited,Tier-2,,0
Colben Properties Limited,,Newly Listed Grantor,0
Colbran (Portslade) Management Company Limited,Tier-2,Newly Listed Grantor,0
Colburn Developments Limited,Tier-2,Newly Listed Grantor,0
Colebridge Court Management Limited,Tier-2,,0
Colebridge Limited,Tier-2,,0
Colehurst Park Limited,Tier-2,Newly Listed Grantor,0
Cole Security Services Limited,Tier-2,Newly Listed Grantor,0
Coles Motor Services (London) Limited,,Newly Listed Grantor,0
Coley Hill Court Limited,Tier-2,,0
Coley Hill Management Company Limited,Tier-2,,0
Coley House Limited,Tier-2,,0
Coley Park Farm Freehold Limited,Tier-2,,0
Colin Booth -Aberdeen,Tier-2,,0
Colin Brown,Tier-2,Wayleave Signed,0
Colin Cunningham,Tier-2,Wayleave Signed,0
Colinda Limited,Tier-2,Initial Grantor Engagement,0
Colin Turnbull,Tier-2,Wayleave Signed,0
College Court (Eastbourne) Management Company Limited,Tier-2,,0
College Court Residents Limited,Tier-2,Initial Grantor Engagement,0
College Mews I (Plymouth) Management Company Limited,Tier-2,,0
College Mews Ii (Plymouth) Management Company Limited,Tier-2,,0
College Mews Iii (Plymouth) Management Company Limited,Tier-2,,0
College Place Property Limited,Tier-2,,0
College Road Management Company Limited,Tier-2,,0
Collesco Property Development (Residents) Company Limited,,,0
Collier Properties Limited,Tier-2,Newly Listed Grantor,0
Collingdale Lodge Freehold Limited,Tier-2,Wayleave Terms Issued,0
Collingdon Developments Limited,Tier-1,,0
Collingdon Investments (Luton) Limited,Tier-2,Newly Listed Grantor,0
Collingwood Court (Ponteland) Management Company Limited,Tier-2,Newly Listed Grantor,0
Collingwood Court Management Company Limited,Tier-2,Wayleave Refused,0
Collingwood House Newcastle Llp,Tier-2,,0
Collingwood Mansions Residents Management Company Limited,Tier-2,,0
Collingwood Properties (Eastbourne) Limited,Tier-2,,0
Colman Consolidated Properties Limited,Tier-2,,0
Colman Court Freehold Limited,Tier-2,Wayleave Negotiation Commenced,0
Colne Holdings Limited,Tier-2,,0
Colney Partners Limited,Tier-2,,0
Colokate LLP,Tier-2,Wayleave Partially Signed,0
Colonnade Court Management Limited,Tier-2,Newly Listed Grantor,0
Colonnade Estate Ltd,Tier-2,Newly Listed Grantor,0
Colony Homes Limited,Tier-2,,0
Colorend Ltd,Tier-2,Newly Listed Grantor,0
Colston Trustees Limited,Tier-2,,0
Colten Developments Limited,Tier-1,,0
Coltham House (Cheltenham) Limited,Tier-2,,0
Colthome Limited,,Newly Listed Grantor,0
Colton Street Management Company Limited,Tier-2,,0
Columbia 149 Limited,Tier-2,,0
Columbus House Limited,Tier-2,,0
Columbus Property UK Ltd,Tier-2,,0
Colvase Estate Ltd,Tier-2,,0
Colville Court (Eastbourne) Limited,Tier-2,,0
Colwyn Developments Limited,Tier-2,,0
Colwyn Road 63 Management Company Limited,Tier-2,Newly Listed Grantor,0
Comdata Limited,Tier-1,,0
Cometlodge Limited,Tier-2,Initial Grantor Engagement,0
Comforent Properties Limited,Tier-2,,0
Comilla Court (Branksome) Limited,Tier-1,Initial Grantor Engagement,0
Commerce (2005) Limited,Tier-2,,0
Commerce House (Swindon) Limited,Tier-2,Newly Listed Grantor,0
Commercial & Temperance Developments Llp,Tier-2,,0
Commercial Development Projects Limited,Tier-1,,0
Commercial Investments (UK) Limited,Tier-2,,0
Commercial Management Limited,Tier-2,Initial Grantor Engagement,0
Commercial Management Limited C/O Hunters Estate Agents,Tier-2,Wayleave Partially Signed,0
Commercial Property (Bournemouth) Limited,Tier-2,,0
Commercial Union Buildings Company Limited,Tier-2,Initial Grantor Engagement,0
Commercial Union Buildings Company Limited C/O Churchfield Sales & Lettings,Tier-2,Wayleave Signed,0
Commonside (Batley) Limited,Tier-2,Newly Listed Grantor,0
Community Campus '87 (Cleveland) Limited,Tier-2,,0
Community Campus 87 (Cleveland) Limited,Tier-2,Newly Listed Grantor,0
Community Gateway Association Limited,Local Authority,Wayleave Terms Issued,0
Community Integrated Care,Tier-2,Newly Listed Grantor,0
Community Therapeutic Services Limited,Tier-2,Newly Listed Grantor,0
Como Residents Company Limited,Tier-2,,0
Compass Direct Limited,Tier-2,,0
Compass Point (Bognor Regis) Management Limited,Tier-2,,0
Compass Point (Sovereign) Management Limited,Tier-2,,0
Compass Point Freehold Company Limited,Tier-2,,0
Compass Properties (Leeds) LLP,Tier-2,Wayleave Signed,0
Compass Spon Street Management Limited,Tier-2,Wayleave Signed,0
Compendium Regeneration Limited,Tier-2,Initial Grantor Engagement,0
Complete Property Management Solutions Limited C/O Winkley Square (Preston) Mana,Tier-2,Wayleave Partially Signed,0
Complex Development Projects Limited,Tier-2,Initial Grantor Engagement,0
Compton Court (Eastbourne) Management Company Limited,Tier-2,,0
Compton Court (Sussex) Limited,Tier-2,,0
Compton Group Limited,National,Wayleave Partially Signed,0
Compton Grove Management Company Limited,Tier-2,,0
Compton House Developments Limited,Tier-2,Wayleave Negotiation Commenced,0
Compton Lodge (Eastbourne) Limited,Tier-2,,0
Compton Residential Development Limited,Tier-2,Newly Listed Grantor,0
Compton Residents Management Company Limited,Tier-2,,0
Compton Road Freehold (Brighton) Limited,Tier-2,,0
Compton Street Limited,Tier-2,,0
Comrie Freeholdings Limited,Tier-2,,0
Conack Homes Limited,Tier-1,Newly Listed Grantor,0
Concept Apartments Management Co Ltd,Tier-2,Wayleave Signed,0
Concept Property UK Limited,Tier-2,Initial Grantor Engagement,0
Concord Finance Company Limited,Tier-2,,0
Concord House Association Limited,Tier-2,,0
Concord House Management Company Limited,Tier-2,,0
Condover House Management Company Limited,Tier-2,,0
Conepoint Limited,Tier-2,Newly Listed Grantor,0
Coney's of Lincoln Limited,Tier-2,,0
Confiance Limited,Tier-2,,0
Conifer Court (Newcastle) Management Company Limited,Tier-2,,0
Conifer Court (Westby Road) Management Limited,Tier-2,,0
Conifer Investments Limited,Tier-2,,0
Conifer Lodge Management Limited,Tier-2,,0
Conifers (Cheltenham) Management Company Limited,Tier-2,,0
Coniston Court (North) Hove Limited,Tier-2,Newly Listed Grantor,0
Coniston Court (Nuneaton) Limited,Tier-2,,0
Coniston Freehold Limited,Tier-2,,0
Coniston Grange Management Company Limited,Tier-2,,0
Conlee Properties Limited,,Newly Listed Grantor,0
Connaught House Management Company,Tier-2,,0
Connaught Management (Weston Super Mare) Limited,Tier-2,Newly Listed Grantor,0
Connaught Mansions Management Company Limited,Tier-2,,0
Connaught Property Investments Limited,Tier-2,Newly Listed Grantor,0
Connected Developments Limited,,Newly Listed Grantor,0
Connect Housing Association Limited,Tier-1,Wayleave Terms Issued,0
Connexus Property Limited,Tier-2,,0
Connolly & Callaghan Group Limited,Tier-2,Newly Listed Grantor,0
Connolly Homes Plc,Tier-2,Newly Listed Grantor,0
Conquer Ltd,Tier-2,Newly Listed Grantor,0
Conroy Construction Limited,Tier-2,,0
Consensus (2013) Limited,Tier-2,,0
Consensus Henson Limited,Tier-2,Newly Listed Grantor,0
Consensus Support Services Limited,Tier-2,,0
Consilio Property Limited,,Newly Listed Grantor,0
Consolata House Limited,Tier-2,,0
Consolidated General Investment Corporation Limited,Tier-2,Initial Grantor Engagement,0
Consolidated General Investment Corporation Limited C/O Emex International,Tier-2,Wayleave Signed,0
